Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,MeasureCount
189,<music21.chord.Chord B-3 C#4 G3 E-4 G#2>,"[0, 1, 3, 6, 8]","[7, 8, 10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,3
189.5,<music21.chord.Chord B-3 C#4 G3 E-4 G#2>,"[0, 1, 3, 6, 8]","[7, 8, 10, 1, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,3.3
190,<music21.chord.Chord E3 C#4 G#2>,"[0, 3, 7]","[1, 4, 8]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,3.7
190.5,<music21.chord.Chord E-3 B3 G#2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,4
191,<music21.chord.Chord G3 E-4 E-3 B3 G#2>,"[0, 1, 4, 8]","[7, 8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,4.3
191.5,<music21.chord.Chord B-3 G3 E-4 G#2>,"[0, 4, 5, 7]","[3, 7, 8, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,4.7
191.75,<music21.chord.Chord B-3 G3 E-4>,"[0, 4, 7]","[3, 7, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,4.83
191.875,<music21.chord.Chord B-3>,[0],[10],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,31,4.917
192,<music21.chord.Chord G#3 G#2 B2>,"[0, 3]","[8, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,1
192.5,<music21.chord.Chord B3 E-4 G#4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,1.3
193,<music21.chord.Chord B3 E-4 G#4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,1.7
193.5,<music21.chord.Chord B3 E-4 G#4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,2
194,<music21.chord.Chord B3 E-4 G#4 B-2>,"[0, 2, 3, 7]","[8, 10, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,2.3
194.5,<music21.chord.Chord B3 E-4 G#4 B2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,2.7
195,<music21.chord.Chord C#3>,[0],[1],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,3
195.5,<music21.chord.Chord B-3 E4 G#4 C#3>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,3.3
196,<music21.chord.Chord B-3 E4 G#4 C#3>,"[0, 2, 5, 8]","[8, 10, 1, 4]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,3.7
196.5,<music21.chord.Chord E-3>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,4
197,<music21.chord.Chord E-4 G4 E-3>,"[0, 4]","[3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,4.3
197.5,<music21.chord.Chord C#4 G4 E-3>,"[0, 2, 6]","[1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,32,4.7
198,<music21.chord.Chord G#3>,[0],[8],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,1
198.5,<music21.chord.Chord B3 E-4 G#4 B4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,1.3
199,<music21.chord.Chord B3 E-4 G#4 B4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,1.7
199.5,<music21.chord.Chord B3 E-4 G#4 B4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,2
200,<music21.chord.Chord B3 E-4 G#4 B4 G1 G2>,"[0, 1, 4, 8]","[7, 8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,2.3
200.5,<music21.chord.Chord B3 E-4 G#4 B4 G#1 G#2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,2.7
201,<music21.chord.Chord E2 E3>,[0],[4],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,3
201.5,<music21.chord.Chord B-3 D4 G#4 B-4 E2 E3>,"[0, 2, 6, 8]","[2, 4, 8, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,3.3
202,<music21.chord.Chord B-3 D4 G#4 B-4 E2 E3>,"[0, 2, 6, 8]","[2, 4, 8, 10]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,3.7
202.5,<music21.chord.Chord E-2 E-3>,[0],[3],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,4
203,<music21.chord.Chord C#4 E-4 G4 C#5 E-2 E-3>,"[0, 2, 6]","[1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,4.3
203.5,<music21.chord.Chord C#4 E-4 G4 C#5 E-2 E-3>,"[0, 2, 6]","[1, 3, 7]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,33,4.7
204,<music21.chord.Chord G#1 G#2>,[0],[8],Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,1
204.5,<music21.chord.Chord B3 E-4 G#4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,1.3
205,<music21.chord.Chord B3 E-4 G#4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,1.7
205.5,<music21.chord.Chord B3 E-4 G#4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,2
206,<music21.chord.Chord B3 E-4 G#4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,2.3
206.5,<music21.chord.Chord B3 E-4 G#4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,2.7
207,<music21.chord.Chord B3 E-4 G#4 B4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,3
207.5,<music21.chord.Chord B3 E-4 G#4 B4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,3.3
208,<music21.chord.Chord B3 E-4 G#4 B4 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,3.7
208.5,<music21.chord.Chord D4 G#4 B4 D5 G#3 G#2 E-3>,"[0, 3, 6, 7]","[8, 11, 2, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,4
209,<music21.chord.Chord D4 G#4 B4 D5 G#3 G#2 E-3>,"[0, 3, 6, 7]","[8, 11, 2, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,4.3
209.5,<music21.chord.Chord E-4 G#4 B4 E-5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,34,4.7
210,<music21.chord.Chord G#4 B4 E-5 G#5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,1
210.5,<music21.chord.Chord G#4 B4 E-5 G#5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,1.3
211,<music21.chord.Chord G#4 B4 E-5 G#5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,1.7
211.5,<music21.chord.Chord G#4 B4 E-5 G#5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,2
212,<music21.chord.Chord G#4 B4 E-5 G#5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,2.3
212.5,<music21.chord.Chord G#4 B4 E-5 G#5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,2.7
213,<music21.chord.Chord B4 E-5 G#5 B5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,3
213.5,<music21.chord.Chord B4 E-5 G#5 B5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,3.3
214,<music21.chord.Chord B4 E-5 G#5 B5 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,3.7
214.5,<music21.chord.Chord D5 G#5 B5 D6 G#3 G#2 E-3>,"[0, 3, 6, 7]","[8, 11, 2, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,4
215,<music21.chord.Chord D5 G#5 B5 D6 G#3 G#2 E-3>,"[0, 3, 6, 7]","[8, 11, 2, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,4.3
215.5,<music21.chord.Chord E-5 G#5 B5 E-6 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,35,4.7
216,<music21.chord.Chord G#5 B5 E-6 G#6 G#3 G#2 E-3>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,36,1
219,<music21.chord.Chord B4 E-5 G#5 B5 G#3 E-4 G#4>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,36,3
221.75,<music21.chord.Chord G#4 B4 G#5 G#1 G#2>,"[0, 3]","[8, 11]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,36,4.83
222,<music21.chord.Chord G#4 B4 G#5 G#3 B3 E-3 G#1 G#2>,"[0, 3, 7]","[8, 11, 3]",Studi-Poetici Rimprovero Op53No12 G# Minor.mid,Haberbier,37,1
